embedding_x,embedding_y
-15.317136,4.56942
2.4180214,-10.837925
14.326592,1.7492352
7.638309,-10.339058
14.298585,1.6988615
4.476774,-11.001938
15.323784,-0.14568053
-0.99816453,2.6524038
10.948948,7.2509737
2.3691487,-10.921958
14.262446,1.644718
14.342589,1.7952175
2.5561936,-10.932039
-0.122065276,-5.171312
0.13018486,-11.374984
11.0193815,9.478405
2.3199682,-10.381895
14.17783,2.2488093
14.101564,2.3128011
6.7698803,-9.238374
14.180894,2.2423067
0.67163,-12.089206
14.083636,2.328304
5.3959713,-6.38478
3.3428755,-10.466109
-0.093547285,-5.2397046
14.138617,2.2823334
3.7148762,-10.887502
4.0602274,-9.77632
2.9237368,-10.120684
1.5880716,-11.043793
-7.2581987,12.722151
1.9521596,-10.531168
0.86690015,-10.951877
4.021151,-9.755306
5.6011815,-7.1957903
14.091824,2.3128438
10.731012,6.9243593
8.118709,-10.808057
14.131069,2.291501
2.7055874,-10.17926
11.012804,9.662014
-15.031584,5.595601
0.56313473,-4.059135
-6.55312,11.968875
0.10517282,-5.640343
14.202411,2.2194347
14.117066,2.2960365
4.8559217,-6.6321273
14.140163,2.2569332
-4.9661403,10.283626
2.551204,-10.260699
6.430222,-7.1503468
5.0119047,-5.8401494
3.609824,-11.115295
-8.065272,-7.0701723
2.4428055,-10.336232
5.103013,-5.830358
5.431438,-6.595539
8.296702,-10.284325
8.112604,-10.759399
4.064767,-6.095075
14.133345,2.2852452
-14.662106,3.2491057
10.957948,10.326518
14.500388,1.9509442
6.014094,-7.884681
14.113454,2.2821145
14.153593,2.23639
14.171043,2.251252
4.625546,-0.03232803
5.6579785,-7.333606
6.739606,-6.7255955
3.788008,-10.572772
10.769207,6.9646893
4.934134,-5.77011
14.087149,2.317731
14.099301,2.3105092
1.8314174,-10.85902
4.0642395,-11.371323
5.9093714,2.1402364
3.8909576,-10.635979
-6.596406,12.013954
6.6806164,1.7546557
4.9233527,-6.5163717
6.6199694,-7.1275163
8.408372,-11.232504
14.114105,2.2584803
0.21989429,-3.6105022
3.5136912,-11.02926
6.0440683,2.0408134
3.5119445,-10.632252
-7.8190417,-6.903856
6.650086,-6.778276
8.273478,1.529495
-5.41221,10.832328
4.6830797,0.11672728
4.1367,-11.337814
-1.0080199,2.6188762
-6.5805492,11.997277
4.4045243,-10.425958
9.758301,6.034689
14.104541,2.3135316
3.926476,-11.307169
-6.180088,11.588585
-5.286153,10.705796
17.64652,0.2511247
14.181967,2.2695665
11.013849,7.4172244
10.966335,7.2821255
14.090418,2.3162484
8.672318,-8.238791
3.4515865,-9.991328
0.3021189,-12.368562
6.614714,-6.659804
14.114726,2.3057063
6.2507586,-8.690946
6.11705,2.2892902
-14.441686,2.8118296
5.9051237,-7.65061
-6.6534505,12.073586
7.8749976,-5.647932
7.8597903,-8.766928
17.975544,0.094513156
14.332719,2.364863
5.38016,-8.502912
0.29404226,-5.955781
14.394931,2.1594343
-7.124889,12.574527
6.5188103,1.8312664
3.7443335,-10.027695
0.48932543,-5.4073663
4.7039948,-5.4485784
14.604535,1.925926
14.404761,2.1273243
14.416861,2.1187997
14.873942,1.7194397
14.32789,2.3720737
0.7520516,-5.485008
15.33616,-0.1319225
14.32814,2.387511
14.335498,2.3754926
14.32046,2.3222272
14.336204,2.3533318
3.9940982,-11.175764
0.37730882,-4.2620125
2.9625335,-10.934263
0.6297546,-5.067679
0.17377406,-5.7705736
-14.945587,6.2772093
7.600247,1.7213354
8.100822,-10.883258
3.9518332,-11.30832
4.0756555,-11.392798
7.838765,-8.880718
14.333321,2.333309
-5.136504,10.485744
3.929692,-10.617952
2.5088613,-9.986002
3.9353034,-9.98598
-8.158941,-7.2589426
15.28282,1.3604078
7.631601,-10.3730345
1.5530881,-11.085823
8.437061,1.7006382
5.0934353,-6.2034993
4.0448003,-10.133668
10.795186,10.749109
14.327428,2.3708956
4.0663075,-11.383456
8.235595,1.6857111
5.207665,-6.314772
14.335952,2.2868662
10.998803,10.102513
14.317449,2.3215826
6.6693363,-6.5995116
7.8308644,1.7508004
4.1628284,-10.896743
4.51079,0.18641688
3.671971,-10.411711
6.238157,-6.7217484
6.8927803,-9.11836
4.327465,-11.129664
4.5057645,-10.906239
0.66377926,-5.0245194
2.192866,-10.080065
3.1510532,-10.219666
6.6141267,1.8065647
3.7997386,-10.314902
3.680455,-10.098881
4.3560877,-10.255357
6.665202,-9.109231
3.4961383,-11.001355
1.176865,-11.13661
4.535367,-10.655488
5.2886925,-8.999522
3.308553,-10.277572
15.018584,1.7232763
5.1981153,-9.409762
10.931893,10.374122
15.620655,1.5461199
6.925118,-9.098561
-0.1283564,-5.2292614
4.5429435,-10.882237
7.4443326,-5.9587646
10.913302,10.430123
8.3073,-8.415427
-4.826652,10.045406
0.99383855,-10.614733
15.828632,1.8621881
1.0835153,-10.604061
5.9766974,-9.424151
5.375666,-8.898495
5.539847,-7.2403193
-7.0602427,12.502509
2.8462105,-10.067782
15.145562,1.5855017
15.133132,1.739172
10.991846,10.144174
0.15173465,-5.627713
3.4347548,-9.931743
4.5604844,-10.786089
10.900008,7.166575
6.822422,1.7233763
7.320169,-4.869456
11.068909,9.152278
4.068993,-10.2683525
0.576221,-4.0220313
5.886288,-8.105372
5.270996,-6.4123955
11.138586,8.819465
3.8590007,-9.993177
5.7814617,-8.328207
4.551882,-10.638545
4.3784037,0.16130732
-5.3914976,10.805142
7.476913,-6.130625
0.20277096,-4.6046405
3.3648262,-10.215663
3.9512541,-11.259224
-0.06543485,-5.0451217
6.2258425,-7.6073904
-4.5405507,9.634611
11.0028515,10.092189
15.11228,1.7706022
6.906274,-9.291167
8.353242,-10.18211
8.395281,-5.5431423
5.7207065,-8.44688
0.99583966,-10.608651
3.5682645,-10.971353
15.115566,1.7694018
5.08949,-8.485764
-4.953338,-1.2818482
3.6212907,-10.966009
3.827757,-10.184566
15.132088,1.7581395
15.341601,-0.12965445
0.039547652,-4.512252
15.3091,-0.16375645
0.48796913,-3.6682494
8.056688,-10.776262
5.1944695,-6.121526
-8.601716,-7.078184
8.971358,-8.734892
4.85191,-5.574978
15.11984,1.7663836
7.5975156,-10.244487
15.108151,1.769229
15.187119,1.7470475
-0.08559027,-3.8876166
18.005617,0.08273698
7.402296,-5.0703387
4.4962697,-10.949757
6.7603474,-6.230177
11.0243,9.481976
7.3796153,-8.75662
0.28384674,-5.908127
6.075539,2.3593764
-7.0618515,12.505082
-1.0219939,2.6020331
5.101078,-9.35311
6.6391497,-7.1083565
8.043965,1.6715531
5.0759144,-0.07839789
0.19997096,-3.1739712
5.3483872,-7.0412536
0.23958237,-4.5853696
15.116332,1.7711009
5.673187,-7.564135
3.843288,-10.468471
3.8033543,-10.116913
15.229353,1.67795
8.474601,-10.29381
0.6308789,-12.081378
-5.2503324,10.619313
-5.0018167,10.319775
2.2031748,-10.094842
5.142904,-6.886475
6.162813,-7.655769
9.800912,6.0620427
4.1715555,-10.434963
5.5431075,-9.075024
-14.940471,6.3524914
0.73557013,-5.801287
1.1782833,-10.972542
15.113448,1.7736685
2.8954458,-10.052901
6.096778,-9.439564
10.9701395,10.288937
0.107324235,-3.878173
0.81416017,-10.806456
7.1359797,-9.6081915
3.33457,-10.379887
-8.191393,-7.322208
15.105593,1.7885529
-4.655952,9.795861
5.968988,2.3301833
5.7755303,-8.618641
0.84961545,-11.975705
7.3660636,-5.8952413
0.7892187,-5.7752366
0.9803335,-10.621358
0.99059623,-10.975259
0.7005293,-12.054095
-15.027724,5.621863
1.9520074,-10.432274
0.59316313,-3.9742393
15.322269,-0.14905958
-14.859882,6.4646206
17.9561,0.0928921
15.112854,1.7719308
8.854912,18.730066
3.8509681,-9.821479
10.966833,10.247591
4.1669493,-11.3810005
0.13249673,-5.6134534
5.290203,-8.496915
-6.537871,11.952697
10.792049,10.756077
4.3220434,-10.379347
0.13670667,-5.1897473
4.0739217,-10.728872
7.5357184,1.715897
4.2829056,-6.3079123
8.725072,-8.348778
3.9129941,-11.280606
6.1792717,-7.6254153
-0.039667193,-5.3159566
11.005169,10.02739
3.9268029,-10.562277
11.135004,8.84593
15.39535,1.7618597
-0.073147886,-4.869498
0.14271328,-5.15236
7.3548293,-5.7450604
0.431095,-3.9140234
5.081751,-9.42616
8.35122,-8.896663
-14.471772,7.0822973
7.2236953,-6.0613437
1.4814203,-10.893184
4.053788,-10.835008
0.053246222,-4.8185716
4.3750734,-10.3631315
6.075867,2.2705588
15.407209,1.8511336
5.61765,-7.0597725
15.429945,1.8717055
0.86704403,-3.196344
6.6470118,-7.084469
15.398032,1.8330129
0.06321293,-5.5358396
0.52915716,-4.2436852
5.29205,-6.2311487
2.1795635,-10.4510975
15.399389,1.8457961
1.3671836,-10.735729
10.793398,6.9908195
5.8540416,2.0004873
15.421404,1.833016
15.313968,-0.1581652
15.30469,1.3474922
15.343597,1.4716197
15.294749,1.4470245
15.292529,1.4440327
15.294816,1.4584757
-7.9380774,-7.0071416
3.3182306,-10.297331
15.408836,1.8539548
15.409054,1.8086714
15.370055,1.7680348
4.503756,-5.4809566
4.1504946,-11.367734
7.5256443,-5.5821614
15.327075,-0.14839719
0.78426814,-5.7831783
15.835335,1.8766576
8.875863,-10.920674
3.615973,-10.731748
0.11866715,-5.663242
5.0178614,-9.282396
6.1931734,-7.62957
0.27982175,-4.9189277
15.839993,1.8722315
10.786884,10.760009
4.5285583,-10.879424
3.5377758,-10.608504
15.83113,1.8873001
0.25201258,-5.8737006
8.864235,-10.929585
2.3269854,-10.297816
8.047278,-5.388253
10.798365,10.741702
0.8061551,-5.837333
7.740917,-10.481424
6.9129534,1.6771147
15.815276,1.8673402
-0.16536465,-5.3440957
0.09348137,-4.933824
3.5744374,-10.539371
6.889247,1.6596452
3.5172906,-10.950344
6.9627967,1.690079
5.4956713,-8.764349
-8.489156,-7.166087
0.36629945,-4.6430745
15.837001,1.8867517
3.824252,-10.320433
4.6583953,-10.241926
15.5472555,1.5371904
4.7619243,-10.203338
3.9135134,-10.689668
5.17198,-6.3563704
0.7541815,-5.5549235
-15.12392,4.7605653
7.6093755,-5.4337206
-5.308068,10.695825
3.5493357,-10.993063
6.8054614,-6.698922
-8.401386,-7.499773
6.1486564,2.2552197
11.131436,8.872489
7.1448555,-8.871825
4.9311495,-5.6935906
3.5183747,-10.911776
-5.7344074,11.147237
4.3064017,-6.038018
-0.10317834,-4.096595
4.2473707,0.0014709184
1.7503258,-10.9074545
4.499979,-6.074629
0.57396597,-3.9512353
15.83797,1.8781054
15.830039,1.8708527
3.2983265,-10.317626
0.07701016,-5.587813
-0.6385536,9.741116
7.6369195,-9.797949
15.307255,-0.16876891
4.568528,-10.810274
-5.337837,10.7400875
0.8657462,-11.521271
11.127717,8.888548
-7.8814244,-6.9641957
15.825692,1.8640751
0.021583406,-12.114927
2.9969018,-11.0083475
-0.07901561,-4.01946
1.0658721,-10.913139
15.823141,1.8761861
10.1665535,6.3181925
-15.436284,4.2525105
-14.841682,6.5147963
-4.6941423,9.854753
8.309616,-8.832758
15.838527,1.8759415
6.488392,-9.487611
4.0832334,-6.1286235
-15.083533,3.824159
15.834936,1.8728759
6.0444193,-7.8012013
8.377878,-5.498018
2.7871046,-10.146811
2.2740233,-10.379456
1.0073551,-11.155555
5.6113625,-7.2520576
1.6321427,-11.015994
1.20266,-11.463156
10.767985,6.964573
15.896389,1.2743556
-1.0390477,2.7131422
4.652401,-6.4670453
-0.18833905,-5.2600527
4.036342,-10.423099
5.6841908,-7.3953094
7.728011,-9.936365
3.8226914,-10.63496
11.120839,8.910697
3.3104417,-10.351736
11.021286,9.462391
2.4861903,-10.950674
15.818513,1.3249015
15.807913,1.3342066
7.754861,-5.9198527
3.739204,-11.200728
-0.050276224,-11.434284
15.785257,1.3560115
1.1549245,-11.2377825
8.394074,-5.495431
15.841674,1.3097256
0.80544907,-3.1194818
10.150976,6.30548
0.8451706,-11.931746
-15.19556,4.7310686
11.136867,8.8373
15.590964,1.4007398
8.926295,-10.803362
-7.1011524,12.548269
15.910322,1.2645584
15.901722,1.2772868
8.393136,1.6046078
4.028274,-10.794704
3.286293,-10.307446
8.069238,-5.33849
15.922119,1.2648884
8.190178,-10.708199
2.7405667,-10.0775795
7.7981296,-8.721244
5.951858,-8.627743
15.820348,1.3228179
15.6143465,1.4240686
4.017187,-6.015875
15.319531,-0.15258622
8.944529,-8.760586
0.3857695,-4.6421094
5.9507756,-8.030125
7.8398514,-5.8445387
10.989629,7.3268642
-14.863099,6.455671
4.960687,-5.7042403
10.8337755,10.648177
-15.339269,4.542011
1.0825042,-11.258161
17.882484,0.14759116
0.75820404,-5.4979324
15.907112,1.2707213
-1.2630059,2.2361982
-0.13623296,-3.4372663
14.381319,-1.5314684
0.7821655,-11.9742775
8.053747,-8.973465
-8.337187,-7.2165737
0.07754877,-3.9284363
15.782541,1.3494414
5.29544,-6.498003
7.870356,-8.799584
6.8012123,-6.713466
6.7133183,1.7313273
-6.4248133,11.8383665
8.436376,-8.358236
15.9133415,1.2623905
6.1427336,2.2732527
-15.029717,5.605233
15.371054,1.421436
15.320105,1.4177213
11.124381,7.8522277
15.3326235,1.4271437
15.781064,1.3503237
7.5708675,-10.200748
3.693372,-9.770634
3.134285,-9.783308
3.4651027,-9.9707155
4.219388,-10.181978
4.152998,-10.457317
3.491325,-9.9742155
5.6945963,-7.7349267
15.313393,-0.16847022
7.897761,-8.810585
8.928579,-8.750687
0.62497586,-5.318334
2.6287267,-10.237666
15.795636,1.3362178
-14.860051,6.3839955
15.883676,1.281597
5.5114036,-7.215059
5.2389383,-9.546716
2.1400545,-10.179948
15.79869,1.3358527
10.962674,10.29081
15.77748,1.3436581
5.769799,-6.7057343
-6.590857,12.007587
11.053363,9.059017
7.905568,-10.6278715
0.55015975,-11.768574
7.276758,1.6950711
6.3578467,-8.800296
-1.023039,2.6154037
0.44888756,-4.608182
6.9755177,-9.554386
-0.15972956,-5.224812
4.860307,-0.043497436
10.945684,10.344255
15.860719,1.2929615
15.79088,1.3277506
2.0023186,-10.535289
-8.607157,-7.040806
6.558393,-9.471324
5.8282905,-9.391379
15.315988,-0.15675856
15.319757,1.3075371
15.872213,1.2909462
3.2901726,-10.339238
2.6182456,-10.963916
15.868838,1.2920934
7.123059,-5.8379335
8.1112385,-10.031748
0.029174399,-12.153293
17.45918,0.43297824
17.48241,0.40804955
4.4855533,-10.3529625
4.5823183,-10.814868
-5.212183,10.572013
18.010403,0.0817228
0.9057308,-10.672238
5.1272597,-9.680266
0.8180603,-10.759325
6.924618,-9.069533
8.145605,-8.993412
-4.7004,9.864619
5.3337927,-8.5475235
11.186167,8.176103
-1.1604935,2.380352
3.8467407,-10.189335
5.804023,-9.33752
0.897588,-11.116939
4.401607,-10.354825
6.4124494,-9.404946
17.478138,0.41600418
17.484888,0.4109493
-14.391385,3.0833416
17.482594,0.41274628
17.475376,0.41948593
5.098888,-9.409743
1.1932615,-11.675876
0.74564856,-3.165339
0.662611,-3.8817856
4.605308,-10.37487
-5.2867985,10.699691
17.488377,0.40696165
2.2600708,-10.42181
15.22195,-0.2740446
5.0962224,-9.448147
-0.11096463,-5.139912
17.500273,0.3961331
-1.2779937,2.2213123
0.97944933,-11.021708
6.685444,-9.508763
15.232649,-0.262394
2.2242827,-10.4300995
6.8180995,-8.903198
0.33494598,-4.724053
1.9343718,-10.905269
-14.465241,7.09927
11.1585655,7.9372144
5.028942,-6.4678173
4.584628,-10.332654
17.49918,0.39761472
4.164865,-9.819754
5.6678424,-9.172532
-15.134565,4.7429237
5.481629,-7.1725664
17.50364,0.40055856
5.0392766,0.012673977
4.1801677,-10.088062
-6.6485124,12.067022
17.495338,0.40160176
6.2472715,-7.5988665
1.5061557,-11.14168
17.51214,0.38358724
10.872496,10.525197
9.804168,6.064246
7.365346,-5.7751007
-5.9468884,11.359605
4.034741,-10.795944
17.501434,0.39547625
0.21807879,-11.630886
11.185565,8.110054
17.47497,0.4210777
5.9369035,-7.90555
7.887306,-8.800082
-4.5447197,9.637143
17.580008,0.3009864
10.837659,17.063189
-4.0318594,16.601995
17.564184,0.33195257
0.69028777,-5.358689
5.2856274,-6.6676693
-7.4067416,3.3286645
6.7599115,-6.721423
7.4337897,-9.764295
17.566225,0.32100606
-15.198509,3.4869268
2.2209044,13.61548
17.582104,0.31208667
2.989205,-10.180825
4.3916173,-6.3788433
0.11904261,-5.5768175
-15.024616,5.5930076
17.575985,0.3269447
5.68992,-7.7088227
0.36054,-4.028654
5.704168,-7.691917
0.38569114,-4.5560203
17.58913,0.31004745
-0.030288419,-5.2824364
5.0020556,-0.010086528
4.3001246,-11.152806
8.60324,-10.534809
4.103425,-10.186387
1.3746654,-11.33477
5.068466,-5.8970466
3.897038,-11.280595
7.485951,1.7125311
-6.4093924,11.822566
-14.9334,6.319694
0.55541354,-11.3837595
7.7924986,-5.255155
17.57497,0.31531763
10.792218,10.75448
6.5552464,-9.459719
5.846001,-9.411969
15.31555,1.2747235
0.5538581,-4.014748
17.548136,0.36354426
17.567482,0.34613216
17.55111,0.35828522
17.547543,0.35870785
17.574404,0.31626806
4.3430934,-6.0678515
0.17114207,-5.4038143
2.3997579,-10.356474
0.46145403,-4.5008397
8.932448,-8.772366
-0.013956161,-11.736083
-15.179805,3.829434
-0.12440851,-3.5775888
-7.2897763,12.758451
0.7693935,-5.802391
11.061855,9.217697
4.6197767,-6.4785776
8.296139,-10.260316
-5.2889714,10.709955
17.67512,0.23096153
3.6279757,-10.397801
5.6663375,-7.4293404
7.7451205,-10.478996
-8.364171,-7.5292983
0.0053789252,-5.353321
0.19479285,-12.296798
-15.235437,3.5721548
11.17734,8.070641
6.0716085,2.332338
17.633934,0.25358883
-1.0025505,2.6249728
0.6339344,-3.1234088
4.661853,-5.4577174
17.655766,0.29343525
17.642134,0.24997431
8.4676285,-8.918571
-14.96429,6.2745514
-14.980531,3.8227036
6.5179744,1.9453954
11.018865,9.494656
-8.26704,-7.386135
8.415036,-8.937613
5.4773173,-8.823811
17.67031,0.22080174
-5.878047,11.29126
0.09337317,-5.6771173
17.628733,0.25534534
3.8495123,-10.380521
8.064041,-9.140847
-6.9316297,-2.7744281
8.563535,-10.619928
2.060305,-10.492723
17.668066,0.23329207
-6.1174574,2.3095295
17.63413,0.25777084
-14.898437,6.373962
18.072264,0.06107057
6.573018,-6.935536
18.093348,0.05026981
7.6810775,1.7189989
-0.13001262,-4.1445937
0.02293711,-5.465909
11.169461,8.028022
8.60356,-11.085298
3.0218601,-10.96304
11.042253,9.296738
4.99605,0.043363053
6.0834966,-7.8401656
6.5523386,-6.7383475
3.5686457,-10.959963
4.771624,-0.13429566
-15.230117,4.092789
5.25036,-6.2268934
-5.4975705,10.914802
3.788986,-10.1859865
0.94294965,-10.663043
7.37938,-9.822678
-14.90631,6.3288875
0.4021391,-4.8996315
0.9995959,-11.355067
18.09643,0.041150108
-0.1088627,-4.0029764
18.090458,0.051113803
-6.1865015,11.595766
1.4352353,-11.233362
18.095985,0.046477087
18.100918,0.0353997
1.3844209,-11.004067
6.366384,-7.396285
0.24267031,-4.591676
0.20406146,-4.7150826
7.5966763,1.7209681
6.3963656,1.8111923
18.085474,0.049951978
4.3130007,-6.321011
18.09277,0.046214595
3.288298,-10.280653
11.139794,8.8039875
10.9848175,7.309881
18.089708,0.05095807
18.06703,0.06038551
-8.5864935,-7.02118
0.08046113,-5.6116304
0.17031729,-4.5637474
3.2895167,-10.311859
5.611065,-7.373146
-14.962709,6.0772233
18.086931,0.04931947
4.090841,-11.408966
6.7123237,-6.8155365
5.75309,-7.5938544
-6.203933,11.612895
0.0313779,-11.712801
11.183052,8.2156515
18.075489,0.05708539
-6.2997622,11.710722
-14.536524,2.8888993
10.994226,10.151118
-8.592325,-7.0381746
18.071869,0.06362619
9.792385,6.0569015
4.0747857,-9.720059
1.0097915,-11.806371
4.0222797,-11.346502
6.5096154,1.9210836
18.303898,-0.08690444
18.336618,-0.09755511
0.46113825,-4.2888746
4.5376315,-10.86567
-6.99249,12.431615
0.15440588,-5.300878
3.8362138,-10.207349
0.63591164,-3.1644683
7.697892,-10.454916
18.343424,-0.10098869
18.336588,-0.09728358
5.0081816,-5.7606974
4.2262006,-0.21802199
18.348478,-0.10406434
-5.7001357,11.11084
18.339842,-0.09913506
15.20965,-0.2980094
8.492656,-11.430893
15.188474,-0.3258311
15.214501,-0.28655145
-1.1649913,2.3772626
18.360092,-0.115033776
2.3281746,-10.409433
5.3439355,-8.977277
18.340834,-0.09961649
15.201801,-0.3122019
15.221599,-0.28390747
7.47055,-6.099116
18.34397,-0.101745486
18.338413,-0.10309639
6.050698,2.030228
1.5115665,-10.704677
-14.965664,6.1715536
11.0001745,10.087565
6.6440916,-9.168485
1.7428371,-10.880245
14.30987,-1.5528932
14.270296,-1.5791419
14.284641,-1.5682296
14.285408,-1.5690148
14.287567,-1.5691967
14.285789,-1.565116
4.6993265,-0.13446306
10.912399,10.43763
4.195025,-11.373923
15.040822,-0.77039087
14.346797,-1.5545839
8.939119,-8.783102
-8.583264,-7.010289
14.334643,-1.5610447
6.0868917,-7.8666143
0.63879,-3.2286737
0.6102265,-3.1029437
-6.5569277,11.973037
-14.5636835,6.9803224
4.8092365,-5.561491
15.046944,-0.7650556
0.5763237,-3.995037
6.6628914,-6.6637983
1.3900777,-11.357614
15.008242,-0.86705005
14.334985,-1.5607791
14.946747,-1.0261308
14.33363,-1.5602069
14.346282,-1.5564817
14.394572,-1.5208377
14.330698,-1.5604073
14.333633,-1.5622761
5.2157927,-9.138923
14.802463,-1.5052509
-0.1712128,-4.1386185
6.5437775,-9.004178
14.980825,-0.9591458
14.811477,-1.5134053
14.790162,-1.528308
14.823818,-1.4978939
-0.12307968,-3.2252264
14.986406,-0.93305033
2.490443,-11.007677
0.6097893,-3.1462586
8.704472,-11.074116
14.96498,-1.0252697
14.81648,-1.5109118
5.829423,2.0665143
14.787098,-1.3837209
14.821542,-1.5170059
14.93563,-1.0597931
14.971267,-0.9915364
14.990937,-0.9265593
14.983133,-0.9448596
14.995433,-0.965385
14.966693,-1.0006354
14.933732,-1.0608175
14.905478,-1.1017721
14.837682,-1.2040589
14.948812,-1.0481879
14.866113,-1.1379528
14.779868,-1.3286692
14.740211,-1.4144255
14.797402,-1.4559804
15.319022,1.1522667
14.809767,-1.5118212
14.766659,-1.3816981
14.779552,-1.4297819
14.8090725,-1.5104392
14.807431,-1.5161666
-1.1560316,2.3850172
0.18706341,-5.615269
1.0303403,-11.850878
4.731118,-6.3321133
15.034292,-1.5541046
15.04441,-1.5543354
7.4118595,-9.96059
8.87344,18.678856
11.152401,7.920756
15.013687,-1.553955
-7.032749,12.4760275
15.21823,-1.5340022
4.0605664,-0.22731377
15.220473,-1.5248626
8.548919,-11.346404
15.218929,-1.5217286
15.223015,-1.5316485
15.024976,-1.1508434
11.148438,7.9027743
15.188592,-0.31697413
4.8877816,-8.527467
15.214568,-1.5331281
15.189348,-1.4766209
15.222155,-1.5341805
15.217718,-1.5334002
15.240356,-1.5013703
15.209931,-1.4992201
15.221222,-1.5365442
5.1071258,-5.95759
7.7768583,1.6894484
11.6083,14.704205
2.4384668,-10.331941
7.423291,1.7089993
11.199893,15.209992
-8.2887535,-7.304816
0.07310219,-5.5773606
7.4280915,-5.756088
7.9568057,1.6258025
-1.0251081,2.5581188
1.6693174,-10.962621
6.7172647,-8.878416
6.9843693,-5.6640177
-5.378944,10.795817
3.9002683,-11.2704115
11.628973,14.68812
5.313653,-6.26125
11.604626,14.707785
-8.301652,-7.2852626
11.243963,15.14328
-4.717798,9.882667
5.6606026,-6.6593766
0.6788845,-3.6128294
10.912656,10.43018
6.941549,-6.192478
11.607018,14.727064
0.7194019,-5.6164436
11.627347,14.68793
7.2550545,-9.56047
11.62289,14.682993
11.581165,14.655974
-14.922172,6.374514
2.361352,-10.433921
-1.0005045,2.619895
11.517101,14.720141
11.335406,15.002655
6.625636,-8.951252
-6.491433,11.905577
4.148278,-11.368992
4.9736466,-6.344534
2.7977395,-10.966488
4.893778,-10.375672
11.128814,8.886069
6.9977264,-9.349235
8.435454,-10.261991
2.1667986,13.554322
4.3721304,-10.37485
10.917209,10.409082
11.219076,15.184243
-7.8519506,-6.941744
11.558843,14.626221
11.615208,14.647711
-5.8618255,11.275517
8.384867,1.6093156
5.1897483,-8.574381
-1.1987643,2.3181334
6.6731396,-6.734377
11.6708975,14.644748
0.116444595,-11.360721
11.632463,14.648233
9.711224,6.0095787
9.740664,6.02625
6.1508756,2.1284175
-15.306996,4.610539
-7.3080597,12.782503
-5.8392134,11.252684
11.197834,15.213302
4.2776237,0.04775136
11.535619,14.649268
11.665588,14.603241
11.176402,8.05852
11.6565695,14.620674
-7.038281,12.478745
0.012073577,-5.4248
11.196803,15.213826
6.8784137,-9.363577
0.9704477,-11.380693
7.021486,1.6976438
11.66413,14.630861
11.671042,14.612502
-8.57003,-7.059307
11.670369,14.623068
7.6246653,-10.324941
11.147804,7.8969584
-14.934792,6.3712034
11.676935,14.614055
11.669091,14.623269
-1.1998788,2.3160686
1.334507,-11.3870735
5.0442915,-5.872022
7.2137504,1.6914009
0.5738186,-11.877931
0.54059494,-4.48666
6.931228,-9.059814
3.0881228,-9.889003
11.798026,14.01356
5.85945,2.1681638
7.0384746,-5.5867877
11.810097,14.092903
-14.449539,3.2315407
-0.1047918,-3.2678106
8.232753,-8.902972
7.44895,-5.709008
2.4856858,-10.3125105
4.553375,-10.725986
7.3405066,-4.8976827
-8.36126,-7.0203857
11.798176,14.029174
5.8425274,-9.366474
0.09216638,-3.8300343
5.6992006,-7.673909
11.125826,15.300949
5.238501,-6.3931484
6.0312333,2.084925
